"","orden_de_gobierno","siglas_de_la_institucion","institucion","clave_de_la_uc","nombre_de_la_uc","responsable_de_la_uc","codigo_del_expediente","titulo_del_expediente","plantilla_del_expediente","fundamento_legal","numero_del_procedimiento","fecha_de_fallo","fecha_de_publicacion","fecha_de_apertura","caracter_del_procedimiento","tipo_de_contratacion","tipo_de_procedimiento","forma_de_participacion","codigo_del_contrato","num_de_control_del_contrato","titulo_del_contrato","fecha_de_inicio_del_contrato","fecha_de_fin_del_contrato","importe_del_contrato","moneda_del_contrato","estatus_del_contrato","convenio_modificatorio","clave_del_programa_federal","fecha_de_firma_del_contrato","contrato_marco","compra_consolidada","contrato_plurianual","clave_de_cartera_shcp","folio_en_el_rupc","rfc","proveedor_o_contratista","estratificacion_de_la_empresa","clave_del_pais_de_la_empresa","rfc_verificado_en_el_sat","credito_externo","organismo_financiero","direccion_del_anuncio","d_fallo","d_publicacion","d_apertura","d_inicio_del_contrato","d_fin_del_contrato","d_firma_del_contrato","dd_pub_y_aper","dd_pub_y_fallo","dd_aper_y_fallo","p_exp","p_con","quinced"
"26","APF","INDAABIN","Instituto de Administración y Avalúos de Bienes Nacionales","006A00996","INDAABIN-Direccion General de Administración y Finanzas #006A00996","Gustavo Paul Álvarez Lucero","1657092","SERVICIO DE JARDINERIA","05. Adjudicación Directa LAASSP","Art. 42 párrafo primero","AA-006A00996-E31-2018",NA,2018-04-06 11:08:00,2018-02-20 00:00:00,"Nacional","Servicios","Adjudicación Directa Federal","Presencial","1968197","P-DGAF-SRMySG-11-AD-2018-1","SERVICIO DE JARDINERIA",2019-01-01,2019-02-28,"50114.26","MXN","Activo","0","08S262-P APOYOS COMERCIALIZACION",2018-11-29,"No se utilizó el Contrato Marco","0","0",NA,NA,NA,"GABRIEL DEL POZO RUIZ","Micro","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1429365",NA,"viernes","martes","martes","jueves","jueves",-45,NA,NA,2,2,1
"27","APF","INDAABIN","Instituto de Administración y Avalúos de Bienes Nacionales","006A00996","INDAABIN-Direccion General de Administración y Finanzas #006A00996","Gustavo Paul Álvarez Lucero","1671834","SERVICIO DE BOLETOS DE AVIÓN PARA LA TRANSPORTACIÓN AÉREA NACIONAL","05. Adjudicación Directa LAASSP","Art. 41 fr. III","AA-006A00996-E42-2018",NA,2018-04-24 15:10:00,2018-03-26 00:00:00,"Nacional","Servicios","Adjudicación Directa Federal","Mixta","1963690","DGAF/DA/22/AD/2018","SERVICIO DE BOLETOS DE AVIÓN PARA LA TRANSPORTACIÓN AÉREA NACIONAL",2019-01-01,2019-03-31,"2172413.79","MXN","Activo","1",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,"9678","MET8908305M9","EL MUNDO ES TUYO SA DE CV","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1443941",NA,"martes","lunes","martes","domingo",NA,-30,NA,NA,9,9,1
"28","APF","INDAABIN","Instituto de Administración y Avalúos de Bienes Nacionales","006A00996","INDAABIN-Direccion General de Administración y Finanzas #006A00996","Gustavo Paul Álvarez Lucero","1671891","SERVICIO DE RESERVACIÓN, EXPEDICIÓN Y ENTREGA DE PASAJES AÉREOS INTERNACIONALES","05. Adjudicación Directa LAASSP","Art. 41 fr. III","AA-006A00996-E43-2018",NA,2018-04-24 15:45:00,2018-03-26 00:00:00,"Nacional","Servicios","Adjudicación Directa Federal","Mixta","1963679","DGAF/23/AD/2018-1","SERVICIO DE RESERVACIÓN, EXPEDICIÓN Y ENTREGA DE PASAJES AÉREOS INTERNACIONALES",2019-01-01,2019-03-31,"155172.41","MXN","Activo","1",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,"9678","MET8908305M9","EL MUNDO ES TUYO SA DE CV","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1443988",NA,"martes","lunes","martes","domingo",NA,-30,NA,NA,9,9,1
"29","APF","INDAABIN","Instituto de Administración y Avalúos de Bienes Nacionales","006A00996","INDAABIN-Direccion General de Administración y Finanzas #006A00996","Gustavo Paul Álvarez Lucero","1689490","SERVICIO DE MANTENIMIENTO Y DE EMERGENCIA DE 5 ELEVADORES","05. Adjudicación Directa LAASSP","Art. 42 párrafo primero","AA-006A00996-E50-2018",NA,2018-05-16 09:42:00,2018-04-22 23:00:00,"Nacional","Servicios","Adjudicación Directa Federal","Presencial","1968231","P-DGAF-SRMYSG-24-AD-2018-1","SERVICIO DE MANTENIMIENTO Y DE EMERGENCIA DE 5 ELEVADORES",2019-01-01,2019-01-31,"26799","MXN","Activo","0","08S262-P APOYOS COMERCIALIZACION",2018-11-21,"No se utilizó el Contrato Marco","0","0",NA,NA,NA,"KONE MEXICO S.A.D E C.V.",NA,"MX","0",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1460927",NA,"miércoles","domingo","martes","jueves","miércoles",-23,NA,NA,8,8,1
"30","APF","INDAABIN","Instituto de Administración y Avalúos de Bienes Nacionales","006A00996","INDAABIN-Direccion General de Administración y Finanzas #006A00996","Gustavo Paul Álvarez Lucero","1697136","REGULARIZACIÓN VÍA DECLARATORIA DEL ART 55 DE INMUEB. ADMINISTRADOS POR INDAABIN","03. Invitación a Cuando Menos Tres Personas LAASSP","Art. 42 párrafo primero","IA-006A00996-E54-2018",2018-06-22,2018-06-07 13:38:00,2018-06-20 09:00:00,"Nacional","Servicios","Invitación a Cuando Menos 3 Personas","Mixta","1965162","DGAF/DGAPIF/29/IA3/2018-1","REGULARIZACIÓN VÍA DECLARATORIA DEL ART 55 DE INMUEB. ADMINISTRADOS POR INDAABIN",2019-01-01,2019-03-02,"353312.39","MXN","Activo","1",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,NA,NA,"ARQUITECTURA Y URBANISMO SUSTENTABLE, S.C.",NA,"MX","0",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1467621","viernes","jueves","miércoles","martes","sábado",NA,13,14,2,10,10,1
"31","APF","CONAFOR","Comisión Nacional Forestal","016RHQ001","CONAFOR-Coordinación General de Administración #016RHQ001","Mario Vilchis Nava","1702640","Mantenimiento correctivo y evolutivo al SAI y CG","05. Adjudicación Directa LAASSP","Art. 41 fr. I","AA-016RHQ001-E696-2018",NA,2018-05-31 11:55:00,2018-05-31 10:00:00,"Nacional","Servicios","Adjudicación Directa Federal","Presencial","1944767","CV-CNF-CAAS-D41-I-V-E-AA-016RHQ001-E696-2018-84/2018-66","Convenio de ampliación del 14.28% del mantenimiento correctivo y evolutivo al SAI y CG",2019-01-01,2019-01-31,"896145.9","MXN","Activo","1",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,"15671","SCS0512192FA","S&C CONSTRUCTORES DE SISTEMAS SA DE CV","Mediana","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1472681",NA,"jueves","jueves","martes","jueves",NA,0,NA,NA,7,13,1
"32","APF","INDAABIN","Instituto de Administración y Avalúos de Bienes Nacionales","006A00996","INDAABIN-Direccion General de Administración y Finanzas #006A00996","Gustavo Paul Álvarez Lucero","1732040","SERVICIO DE LIMPIEZA INTEGRAL EN LOS INMUEBLES DEL INDAABIN","05. Adjudicación Directa LAASSP","Art. 41 fr. III","AA-006A00996-E62-2018",NA,2018-07-04 16:49:00,2018-06-29 09:00:00,"Nacional","Servicios","Adjudicación Directa Federal","Presencial","1962952","DGAF/SRMYSG/31/AD/2018-1","SERVICIO DE LIMPIEZA INTEGRAL EN LOS INMUEBLES DEL INDAABIN",2019-01-01,2019-02-05,"223592.16","MXN","Activo","1",NA,2018-11-30,"No se utilizó el Contrato Marco","0","0",NA,NA,"CTE170719V62","CERVICA TEX SA DE CV","Micro","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1499535",NA,"miércoles","viernes","martes","martes","viernes",-5,NA,NA,8,8,1
"33","APF","CINVESTAV","Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional","011L4J999","CINVESTAV-Recursos Materiales #011L4J999","Leticia Brigida Cadena Gutierrez","1737251","SUSCRIPCIÓN REVISTAS TÉCNICAS Y CIENTÍFICAS DE TODAS PARTES DEL MUNDO","01. Licitación Pública LAASSP",NA,"LA-011L4J999-E495-2018",2018-07-26,2018-07-12 12:28:00,2018-07-23 13:00:00,"Internacional bajo TLC","Servicios","Licitación Pública","Electrónica","1912374","CINVESTAV-SA-2018-139","SUSCRIPCIÓN REVISTAS TÉCNICAS Y CIENTÍFICAS DE TODAS PARTES DEL MUNDO Expediente: 1737251 - SUSCRIPCIÓN REVISTAS TÉCNICAS Y CIENTÍFICAS DE TODAS PARTES DEL MUNDO (CompraNet) Contenido principal Contenido principal      Cre",2019-01-01,2019-12-31,"5267792.36","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,"9032","EMI941031U22","EBSCO MEXICO INC SA DE CV","Mediana","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1507437","jueves","jueves","lunes","martes","martes",NA,11,13,2,9,33,1
"34","APF","CINVESTAV","Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional","011L4J999","CINVESTAV-Recursos Materiales #011L4J999","Leticia Brigida Cadena Gutierrez","1737251","SUSCRIPCIÓN REVISTAS TÉCNICAS Y CIENTÍFICAS DE TODAS PARTES DEL MUNDO","01. Licitación Pública LAASSP",NA,"LA-011L4J999-E495-2018",2018-07-26,2018-07-12 12:28:00,2018-07-23 13:00:00,"Internacional bajo TLC","Servicios","Licitación Pública","Electrónica","1912440","CINVESTAV-SA-2018-180","SUSCRIPCIÓN REVISTAS TÉCNICAS Y CIENTÍFICAS DE TODAS PARTES DEL MUNDO",2019-01-01,2019-12-31,"155532.1","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,NA,NA,"GABRIEL FALCON AGUIRRE","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1507437","jueves","jueves","lunes","martes","martes",NA,11,13,2,9,9,1
"35","APF","CINVESTAV","Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional","011L4J999","CINVESTAV-Recursos Materiales #011L4J999","Leticia Brigida Cadena Gutierrez","1737251","SUSCRIPCIÓN REVISTAS TÉCNICAS Y CIENTÍFICAS DE TODAS PARTES DEL MUNDO","01. Licitación Pública LAASSP",NA,"LA-011L4J999-E495-2018",2018-07-26,2018-07-12 12:28:00,2018-07-23 13:00:00,"Internacional bajo TLC","Servicios","Licitación Pública","Electrónica","1912459","CINVESTAV-SA-2018-179","SUSCRIPCIÓN REVISTAS TÉCNICAS Y CIENTÍFICAS DE TODAS PARTES DEL MUNDO",2019-01-01,2019-12-31,"2936145.18","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,NA,"JON110425M88","JOURNALS ONLINE SA DE CV","Micro","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1507437","jueves","jueves","lunes","martes","martes",NA,11,13,2,9,9,1
"36","APF","CIDE","Centro de Investigación y Docencia Económicas, A.C.","03890M001","CIDE-Dirección de Recursos Materiales y Servicios Generales #03890M001","Jaime Enrique Hernández Cancino","1743775","Suscripción de Revistas Académicas Publicadas en el Extranjero para la Bibliotec","05. Adjudicación Directa LAASSP","Art. 41 fr. III","AA-03890M001-E109-2018",NA,2018-07-13 16:03:00,2018-07-13 16:15:00,"Nacional","Servicios","Adjudicación Directa Federal","Presencial","1919817","FSGJ/157/2018","Suscripción de Revistas Académicas Publicadas en el Extranjero para la Biblioteca Santa Fe y Biblioteca Región Centro del CIDE",2019-01-01,2019-12-30,"130531.88","USD","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,"9032","EMI941031U22","EBSCO MEXICO INC SA DE CV","Mediana","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1510010",NA,"viernes","viernes","martes","lunes",NA,0,NA,NA,10,18,1
"37","GE","CAMP","CAMP-Universidad Autónoma de Campeche","904048997","CAMP-Universidad Autónoma de Campeche-Dirección Jurídica #904048997","Olivia del Carmen Rosado Brito","1778412","VALES DE GASOLINA 2019 LA-E5-2018","01. Licitación Pública LAASSP",NA,"LA-904048997-E5-2018",2018-09-26,2018-09-04 06:28:00,2018-09-21 08:00:00,"Nacional","Adquisiciones","Licitación Pública","Electrónica","1933822","LA-904048997-E5-2018 Gasolina 2019","LA-904048997-E5-2018",2019-01-01,2019-12-31,"6083400","MXN","Activo","0",NA,2018-10-15,"No se utilizó el Contrato Marco","0","0",NA,"651","EFE8908015L3","EFECTIVALE S DE RL DE CV","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1552257","miércoles","martes","viernes","martes","martes","lunes",17,22,5,4,0,0
"38","GE","CAMP","CAMP-Universidad Autónoma de Campeche","904048997","CAMP-Universidad Autónoma de Campeche-Dirección Jurídica #904048997","Olivia del Carmen Rosado Brito","1778421","MONEDEROS ELECTRÓNICOS DE VALES DE DESPENSA 2019 LA-E6-2018","01. Licitación Pública LAASSP",NA,"LA-904048997-E6-2018",2018-09-26,2018-09-03 22:53:00,2018-09-21 09:00:00,"Nacional","Adquisiciones","Licitación Pública","Electrónica","1933803","LA-904048997-E6-2018 Monederos 2019","LA-904048997-E6-2018",2019-01-01,2019-12-31,"45885000","MXN","Activo","0",NA,2018-10-15,"No se utilizó el Contrato Marco","0","0",NA,"196494","TIN090211JC9","TOKA INTERNACIONAL S A P I DE CV","Mediana","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1552259","miércoles","lunes","viernes","martes","martes","lunes",17,22,5,7,0,0
"39","APF","INEGI","Instituto Nacional de Estadística Y Geografía","040100988","INEGI-DIRECCION REGIONAL NORESTE #040100988","MARTHA ROMERO HUERTA","1778636","SERVICIO DE VIGILANCIA","01. Licitación Pública LAASSP",NA,"LA-040100988-E1-2018",2018-09-21,2018-08-21 09:52:00,2018-09-07 09:00:00,"Nacional","Servicios","Licitación Pública","Mixta","1942564","INEGI-DRNE-VIG_NL-2019/2020 Y INEGI-DRNE-COAH-VIG-2019-2020","SERVICIO DE VIGILANCIA",2019-01-01,2020-12-31,"5940000","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","1",NA,"178134","CSD070518681","CORPORATIVO DE SERVICIOS DIVERSOS SA DE CV","Micro","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1542772","viernes","martes","viernes","martes","jueves",NA,17,31,14,2,2,0
"40","APF","INEGI","Instituto Nacional de Estadística Y Geografía","040100988","INEGI-DIRECCION REGIONAL NORESTE #040100988","MARTHA ROMERO HUERTA","1778636","SERVICIO DE VIGILANCIA","01. Licitación Pública LAASSP",NA,"LA-040100988-E1-2018",2018-09-21,2018-08-21 09:52:00,2018-09-07 09:00:00,"Nacional","Servicios","Licitación Pública","Mixta","1942578","INEGI-DRNECTAM-VIG-E1-2019/2020","SERVICIO DE VIGILANCIA",2019-01-01,2020-12-31,"2703240","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","1",NA,"90835","PIT110909J75","PROTECCION DE INMUEBLES DE TAMAULIPAS SA DE CV","Mediana","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1542772","viernes","martes","viernes","martes","jueves",NA,17,31,14,2,2,0
"41","APF","INEGI","Instituto Nacional de Estadística Y Geografía","040100988","INEGI-DIRECCION REGIONAL NORESTE #040100988","MARTHA ROMERO HUERTA","1778980","SERVICIO DE LIMPIEZA","01. Licitación Pública LAASSP",NA,"LA-040100988-E2-2018",2018-09-21,2018-08-21 10:00:00,2018-09-10 09:00:00,"Nacional","Servicios","Licitación Pública","Mixta","1942724","INEGI-DRNECTAM-LIMP-E2-2019/2020","SERVICIO DE LIMPIEZA",2019-01-01,2020-12-31,"2505328.8","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","1",NA,NA,"CHM070707KP6","CLEANING HOUSE DE MEXICO SA DE CV","Pequeña","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1543114","viernes","martes","lunes","martes","jueves",NA,20,31,11,2,2,0
"42","APF","INEGI","Instituto Nacional de Estadística Y Geografía","040100988","INEGI-DIRECCION REGIONAL NORESTE #040100988","MARTHA ROMERO HUERTA","1778980","SERVICIO DE LIMPIEZA","01. Licitación Pública LAASSP",NA,"LA-040100988-E2-2018",2018-09-21,2018-08-21 10:00:00,2018-09-10 09:00:00,"Nacional","Servicios","Licitación Pública","Mixta","1942672","INEGI-DRNE-LIMP_NL-2019/2020 Y INEGI-DRNE-COAH-LIM-2019/2020","SERVICIO DE LIMPIEZA",2019-01-01,2020-12-31,"6974867.76","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","1",NA,"8471","VCM0208074P2","VISION CONSERVACION Y MANTENIMIENTO S DE RL DE CV","Mediana","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1543114","viernes","martes","lunes","martes","jueves",NA,20,31,11,2,2,0
"43","APF","INEGI","Instituto Nacional de Estadística Y Geografía","040100987","INEGI-DIRECCION REGIONAL ORIENTE #040100987","VÍCTOR HUGO CUEVAS ROSAS","1782140","SERVICIO DE LIMPIEZA INTEGRAL A OFICINAS, EN LA DIRECCIÓN REGIONAL ORIENTE","01. Licitación Pública LAASSP",NA,"LA-040100987-E3-2018",2018-10-02,2018-08-28 08:39:00,2018-09-14 09:00:00,"Nacional","Servicios","Licitación Pública","Mixta","1938611","DRO-LA-040100987-E3-2018-01-2019","CONTRATO DE SERVICIOS",2019-01-01,2020-12-31,"3502080","MXN","Activo","0",NA,2018-10-17,"No se utilizó el Contrato Marco","1","1",NA,"16377",NA,"MA ELENA ISLAS SALAZAR","Mediana","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1547143","martes","martes","viernes","martes","jueves","miércoles",17,35,18,10,2,0
"44","APF","INEGI","Instituto Nacional de Estadística Y Geografía","040100987","INEGI-DIRECCION REGIONAL ORIENTE #040100987","VÍCTOR HUGO CUEVAS ROSAS","1782140","SERVICIO DE LIMPIEZA INTEGRAL A OFICINAS, EN LA DIRECCIÓN REGIONAL ORIENTE","01. Licitación Pública LAASSP",NA,"LA-040100987-E3-2018",2018-10-02,2018-08-28 08:39:00,2018-09-14 09:00:00,"Nacional","Servicios","Licitación Pública","Mixta","1938612","DRO-LA-040100987-E3-2018-03-2019","CONTRATO DE SERVICIOS",2019-01-01,2020-12-31,"876833.28","MXN","Activo","0",NA,2018-10-17,"No se utilizó el Contrato Marco","1","1",NA,"68216","AVS100517JT9","ADMINISTRACION VIRTUAL DEL SERVICIO DE LIMPIEZA SA DE CV","Micro","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1547143","martes","martes","viernes","martes","jueves","miércoles",17,35,18,10,2,0
"45","APF","INEGI","Instituto Nacional de Estadística Y Geografía","040100987","INEGI-DIRECCION REGIONAL ORIENTE #040100987","VÍCTOR HUGO CUEVAS ROSAS","1782140","SERVICIO DE LIMPIEZA INTEGRAL A OFICINAS, EN LA DIRECCIÓN REGIONAL ORIENTE","01. Licitación Pública LAASSP",NA,"LA-040100987-E3-2018",2018-10-02,2018-08-28 08:39:00,2018-09-14 09:00:00,"Nacional","Servicios","Licitación Pública","Mixta","1938613","DRO-LA-040100987-E3-2018-02-2019","CONTRATO DE SERVICIOS",2019-01-01,2019-12-31,"2599550.16","MXN","Activo","0",NA,2018-10-17,"No se utilizó el Contrato Marco","1","1",NA,"4460","QLI050617GG3","QUASAR LIMPIEZA SA. DE C.V.","Mediana","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1547143","martes","martes","viernes","martes","martes","miércoles",17,35,18,10,2,0
"46","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR005","IMSS-Coodinación de Abastecimiento y Equipamiento Del Est Nayarit #050GYR005","Luisa Isabel Portillo Gómez","1784045","LA-050GYR005-E161-2018 SERVICIOS DE CONSERVACIÓN","01. Licitación Pública LAASSP",NA,"LA-050GYR005-E161-2018",2018-11-26,2018-10-30 14:17:00,2018-11-15 10:00:00,"Nacional","Servicios","Licitación Pública","Mixta","1970448","C8M0333","LA-050GYR005-E161-2018 SERVICIOS DE CONSERVACIÓN",2019-01-01,2020-01-01,"261651.73","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,"14246",NA,"MARIO ENRIQUE HERNANDEZ GARCIA","Micro","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1577269","lunes","martes","jueves","martes","miércoles",NA,16,26,11,3,3,0
"47","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR005","IMSS-Coodinación de Abastecimiento y Equipamiento Del Est Nayarit #050GYR005","Luisa Isabel Portillo Gómez","1784045","LA-050GYR005-E161-2018 SERVICIOS DE CONSERVACIÓN","01. Licitación Pública LAASSP",NA,"LA-050GYR005-E161-2018",2018-11-26,2018-10-30 14:17:00,2018-11-15 10:00:00,"Nacional","Servicios","Licitación Pública","Mixta","1970449","C8M0331","LA-050GYR005-E161-2018 SERVICIOS DE CONSERVACIÓN",2019-01-01,2020-01-01,"767191.38","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,NA,NA,"ANDRES ORTIZ IBARRA",NA,"MX","0",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1577269","lunes","martes","jueves","martes","miércoles",NA,16,26,11,3,3,0
"48","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR005","IMSS-Coodinación de Abastecimiento y Equipamiento Del Est Nayarit #050GYR005","Luisa Isabel Portillo Gómez","1784045","LA-050GYR005-E161-2018 SERVICIOS DE CONSERVACIÓN","01. Licitación Pública LAASSP",NA,"LA-050GYR005-E161-2018",2018-11-26,2018-10-30 14:17:00,2018-11-15 10:00:00,"Nacional","Servicios","Licitación Pública","Mixta","1970450","C8M0335","LA-050GYR005-E161-2018 SERVICIOS DE CONSERVACIÓN",2019-01-01,2020-01-01,"447624.14","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,NA,NA,"CARLOS ALBERTO CALVILLO QUIÑONES",NA,"MX","0",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1577269","lunes","martes","jueves","martes","miércoles",NA,16,26,11,3,3,0
"49","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR005","IMSS-Coodinación de Abastecimiento y Equipamiento Del Est Nayarit #050GYR005","Luisa Isabel Portillo Gómez","1784045","LA-050GYR005-E161-2018 SERVICIOS DE CONSERVACIÓN","01. Licitación Pública LAASSP",NA,"LA-050GYR005-E161-2018",2018-11-26,2018-10-30 14:17:00,2018-11-15 10:00:00,"Nacional","Servicios","Licitación Pública","Mixta","1970451","C8M0332","LA-050GYR005-E161-2018 SERVICIOS DE CONSERVACIÓN",2019-01-01,2020-01-01,"775543.1","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,NA,NA,"GEOVANNI ORTEGA CAMACHO",NA,"MX","0",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1577269","lunes","martes","jueves","martes","miércoles",NA,16,26,11,3,3,0
"50","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR005","IMSS-Coodinación de Abastecimiento y Equipamiento Del Est Nayarit #050GYR005","Luisa Isabel Portillo Gómez","1784045","LA-050GYR005-E161-2018 SERVICIOS DE CONSERVACIÓN","01. Licitación Pública LAASSP",NA,"LA-050GYR005-E161-2018",2018-11-26,2018-10-30 14:17:00,2018-11-15 10:00:00,"Nacional","Servicios","Licitación Pública","Mixta","1970452","C8M0334","LA-050GYR005-E161-2018 SERVICIOS DE CONSERVACIÓN",2019-01-01,2020-01-01,"1248512.07","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,NA,NA,"MARCOS CARRILLO MENDOZA",NA,"MX","0",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1577269","lunes","martes","jueves","martes","miércoles",NA,16,26,11,3,3,0
